LOCATION,TIME,Land area (hectare),Agricultural land (% of land area),Forest area (% of land area),Cereal yield (kg per hectare),Cash Crop yield(kg per hectare),Employment in agriculture (% of total employment) (modeled ILO estimate),Livestock production index (2004-2006 = 100)
RWA,1979,2467000,68.78800162,12.50729964,1086.3,217.26,94.53369037,41.14
RWA,1980,2467000,69.51763275,12.633636,1211.9,242.38,95.48857613,45.87
RWA,1981,2467000,71.34171058,12.76124848,1105.3,221.06,106.0984179,47.69
RWA,1982,2467000,71.94973652,12.89014998,1199.1,239.82,95.48857613,48.9
RWA,1983,2467000,72.55776246,13.02035351,1157.7,231.54,96.4531072,48.3
RWA,1984,2467000,73.2873936,13.15187224,1065.5,213.1,86.80779648,47.71
RWA,1985,2467000,73.73327929,13.28471943,1226.3,245.26,87.68464291,52.02
RWA,1986,2467000,74.17916498,13.41890852,1243.8,248.76,97.42738101,52.61
RWA,1987,2467000,74.66558573,13.28471943,1282.9,256.58,87.68464291,51.41
RWA,1988,2467000,75.11147142,13.15187224,1216.2,243.24,88.57034637,53.41
RWA,1989,2467000,75.19254155,13.02035351,1154.6,230.92,98.41149597,54.76
RWA,1990,2467000,76.16538306,12.89014998,1042.6,208.52,88.57034637,55.21
RWA,1991,2467000,76.08431293,12.99554139,1258.1,251.62,89.46499634,61.15
RWA,1992,2467000,74.46291042,13.1009328,962.9,192.58,89.31300354,60
RWA,1993,2467000,70.12565869,13.20632297,1459.2,291.84,89.2559967,58.43
RWA,1994,2467000,60.1945683,13.31171439,1035.3,207.06,89.52899933,55.8
RWA,1995,2467000,60.1945683,13.4171058,1139.5,227.9,89.20899963,50.01
RWA,1996,2467000,62.62667207,13.52249721,1263,252.6,89.03600311,55.2
RWA,1997,2467000,64.65342521,13.62788862,1129.1,225.82,88.89399719,56.94
RWA,1998,2467000,65.46412647,13.73327879,972.6,194.52,88.83399963,63.42
RWA,1999,2467000,67.32873936,13.8386702,824.8,164.96,88.77100372,70.92
RWA,2000,2467000,67.69355493,13.94406161,848.3,169.66,88.56400299,71.95
RWA,2001,2467000,70.89582489,14.27644962,913,182.6,88.25299835,78.38
RWA,2002,2467000,74.21970004,14.6088364,1028.4,205.68,87.70899963,80.08
RWA,2003,2467000,73.12525334,14.94122441,944.3,188.86,87.04499817,87.18
RWA,2004,2467000,73.60681009,15.27361118,959.3,191.86,86.18900299,94.07
RWA,2005,2467000,72.26996451,15.60599919,1183.6,236.72,85.23400116,96.66
RWA,2006,2467000,73.08268955,16.10052745,1137.9,227.58,84.20500183,109.27
RWA,2007,2467000,73.1609244,16.59505447,1015,203,83.14399719,115.63
RWA,2008,2467000,73.26469159,17.08958274,1267.3,253.46,81.87599945,124.48
RWA,2009,2467000,73.3226589,17.58410976,1736,347.2,80.73799896,125.9
RWA,2010,2467000,73.12201232,18.07863802,1957.5,391.5,79.46399689,134.02
RWA,2011,2467000,73.62950715,18.35427595,2083.2,416.64,78.08599854,131.69
RWA,2012,2467000,73.60072884,18.62991512,2135.7,427.14,76.60900116,134.38
RWA,2013,2467000,74.68585326,18.90555306,2149.6,429.92,72.91999817,139.83
RWA,2014,2467000,73.34819619,19.18119223,1975.7,395.14,68.45300293,132.89
RWA,2015,2467000,73.43737135,19.45683016,1442.6,288.52,66.72299957,134.66
RWA,2016,2467000,73.43737135,19.73246809,1460.5,292.1,65.59100342,137.1
RWA,2017,2467000,0,0,1282.3,256.46,64.45300293,137.0998629
RWA,2018,2467000,0,0,0,0,63.24599838,137.0997258
RWA,2019,0,0,0,0,0,62.40599823,137.0995887
RWA,2020,0,0,0,0,0,61.68099976,137.0994516
WSM,1960,0,0,47.76336974,0,0,56.70309603,32.0265
WSM,1961,283000,19.78798587,47.76814655,0,0,57.27585457,32.35
WSM,1962,283000,20.14134276,47.77292384,0,0,63.63983842,34.91
WSM,1963,283000,20.14134276,47.77770161,0,0,57.27585457,40.42
WSM,1964,283000,20.14134276,47.78247986,0,0,57.85439856,44.01
WSM,1965,283000,21.90812721,47.78725859,0,0,64.28266507,45.55
WSM,1966,283000,21.90812721,47.79203779,0,0,57.85439856,41.73
WSM,1967,283000,21.90812721,47.79681747,0,0,58.43878642,41.87
WSM,1968,283000,22.2614841,47.80159763,0,0,52.59490778,45.44
WSM,1969,283000,22.2614841,47.80637827,0,0,53.12616948,47.67
WSM,1970,283000,22.43816254,47.81115939,0,0,59.0290772,44.09
WSM,1971,283000,22.61484099,47.81594098,0,0,53.12616948,44.89
WSM,1972,283000,22.61484099,47.82072305,0,0,53.66279745,42.32
WSM,1973,283000,22.61484099,47.34251582,0,0,59.6253305,45.44
WSM,1974,283000,22.61484099,46.86909066,0,0,53.66279745,43.83
WSM,1975,283000,22.96819788,46.40039976,0,0,54.20484591,44.68
WSM,1976,283000,24.38162544,45.93639576,0,0,48.78436132,48.18
WSM,1977,283000,25.08833922,45.4770318,0,0,49.27713265,51.82
WSM,1978,283000,25.08833922,45.02226148,0,0,54.75236961,54.31
WSM,1979,283000,25.97173145,44.57203887,0,0,49.27713265,55.64
WSM,1980,283000,26.14840989,45.02226148,0,0,49.77488146,63.6
WSM,1981,283000,27.20848057,45.4770318,0,0,55.30542384,60.33
WSM,1982,283000,27.20848057,45.93639576,0,0,49.77488146,66.38
WSM,1983,283000,27.42049416,46.40039976,0,0,50.27765804,69.49
WSM,1984,283000,27.56183746,46.86909066,0,0,45.24989224,75.86
WSM,1985,283000,27.56183746,47.34251582,0,0,45.70696185,80.68
WSM,1986,283000,27.70318075,47.82072305,0,0,50.78551317,81.35
WSM,1987,283000,27.10247242,47.34251582,0,0,45.70696185,88.74
WSM,1988,283000,27.20848057,46.86909066,0,0,46.16864834,90.74
WSM,1989,283000,19.15194373,46.40039976,0,0,51.29849815,99.26
WSM,1990,283000,19.08127208,45.93639576,0,0,46.16864834,101.7
WSM,1991,283000,19.08127208,47.38516117,0,0,46.63499832,97.21
WSM,1992,283000,18.3745583,48.83392118,0,0,46.45600128,93.44
WSM,1993,283000,18.3745583,50.28268659,0,0,46.14199829,90.17
WSM,1994,283000,18.02120141,51.73144661,0,0,46.45899963,96.53
WSM,1995,283000,18.02120141,53.18021201,0,0,45.34799957,87.7
WSM,1996,283000,18.02120141,54.62897742,0,0,44.86800003,93.63
WSM,1997,283000,18.02120141,56.07773744,0,0,45.00899887,93.21
WSM,1998,283000,18.02120141,57.52650285,0,0,43.8030014,94
WSM,1999,283000,17.95052977,58.97526286,0,0,42.8769989,95.04
WSM,2000,283000,16.96113074,60.42402827,0,0,41.94599915,96.57
WSM,2001,283000,16.96113074,60.42402827,0,0,40.58399963,102.45
WSM,2002,283000,16.60777385,60.42402827,0,0,40.08300018,97.68
WSM,2003,283000,15.90106007,60.42402827,0,0,38.94800186,99.64
WSM,2004,283000,15.19434629,60.42402827,0,0,38.70500183,99.82
WSM,2005,283000,14.8409894,60.42402827,0,0,37.86299896,100.01
WSM,2006,283000,14.20494727,60.42402827,0,0,37.14699936,100.17
WSM,2007,283000,13.60424028,60.42402827,0,0,35.60200119,100.42
WSM,2008,283000,13.07420495,60.42402827,0,0,35.30799866,100.61
WSM,2009,283000,12.33215602,60.42402827,0,0,35.65000153,101.18
WSM,2010,283000,12.36749117,60.42402827,0,0,34.50500107,100.49
WSM,2011,283000,12.36749117,60.42402827,0,0,33.99300003,99.34
WSM,2012,283000,12.36749117,60.42402827,0,0,33.38700104,109.04
WSM,2013,283000,12.36749117,60.42402827,0,0,33.23699951,111.04
WSM,2014,283000,12.36749117,60.42402827,0,0,32.84000015,111.77
WSM,2015,283000,12.36749117,60.42402827,0,0,32.32300186,112.52
WSM,2016,283000,12.36749117,60.42402827,0,0,31.90399933,111.64
WSM,2017,283000,0,0,0,0,31.42399979,111.6398884
WSM,2018,283000,0,0,0,0,30.76499939,111.6397767
WSM,2019,0,0,0,0,0,30.3939991,111.6396651
WSM,2020,0,0,0,0,0,29.85700035,111.6395534
SMR,1960,0,0,0,0,0,0,0
SMR,1961,6000,16.66666667,0,0,0,0,0
SMR,1962,6000,16.66666667,0,0,0,0,0
SMR,1963,6000,16.66666667,0,0,0,0,0
SMR,1964,6000,16.66666667,0,0,0,0,0
SMR,1965,6000,16.66666667,0,0,0,0,0
SMR,1966,6000,16.66666667,0,0,0,0,0
SMR,1967,6000,16.66666667,0,0,0,0,0
SMR,1968,6000,16.66666667,0,0,0,0,0
SMR,1969,6000,16.66666667,0,0,0,0,0
SMR,1970,6000,16.66666667,0,0,0,0,0
SMR,1971,6000,16.66666667,0,0,0,0,0
SMR,1972,6000,16.66666667,0,0,0,0,0
SMR,1973,6000,16.66666667,0,0,0,0,0
SMR,1974,6000,16.66666667,0,0,0,0,0
SMR,1975,6000,16.66666667,0,0,0,0,0
SMR,1976,6000,16.66666667,0,0,0,0,0
SMR,1977,6000,16.66666667,0,0,0,0,0
SMR,1978,6000,16.66666667,0,0,0,0,0
SMR,1979,6000,16.66666667,0,0,0,0,0
SMR,1980,6000,16.66666667,0,0,0,0,0
SMR,1981,6000,16.66666667,0,0,0,0,0
SMR,1982,6000,16.66666667,0,0,0,0,0
SMR,1983,6000,16.66666667,0,0,0,0,0
SMR,1984,6000,16.66666667,0,0,0,0,0
SMR,1985,6000,16.66666667,0,0,0,0,0
SMR,1986,6000,16.66666667,0,0,0,0,0
SMR,1987,6000,16.66666667,0,0,0,0,0
SMR,1988,6000,16.66666667,0,0,0,0,0
SMR,1989,6000,16.66666667,0,0,0,0,0
SMR,1990,6000,16.66666667,0,0,0,0,0
SMR,1991,6000,16.66666667,0,0,0,0,0
SMR,1992,6000,16.66666667,0,0,0,0,0
SMR,1993,6000,16.66666667,0,0,0,0,0
SMR,1994,6000,16.66666667,0,0,0,0,0
SMR,1995,6000,16.66666667,0,0,0,0,0
SMR,1996,6000,16.66666667,0,0,0,0,0
SMR,1997,6000,16.66666667,0,0,0,0,0
SMR,1998,6000,16.66666667,0,0,0,0,0
SMR,1999,6000,16.66666667,0,0,0,0,0
SMR,2000,6000,16.66666667,0,0,0,0,0
SMR,2001,6000,16.66666667,0,0,0,0,0
SMR,2002,6000,16.66666667,0,0,0,0,0
SMR,2003,6000,16.66666667,0,0,0,0,0
SMR,2004,6000,16.66666667,0,0,0,0,0
SMR,2005,6000,16.66666667,0,0,0,0,0
SMR,2006,6000,16.66666667,0,0,0,0,0
SMR,2007,6000,16.66666667,0,0,0,0,0
SMR,2008,6000,16.66666667,0,0,0,0,0
SMR,2009,6000,16.66666667,0,0,0,0,0
SMR,2010,6000,16.66666667,0,0,0,0,0
SMR,2011,6000,16.66666667,0,0,0,0,0
SMR,2012,6000,16.66666667,0,0,0,0,0
SMR,2013,6000,16.66666667,0,0,0,0,0
SMR,2014,6000,16.66666667,0,0,0,0,0
SMR,2015,6000,16.66666667,0,0,0,0,0
SMR,2016,6000,16.66666667,0,0,0,0,0
SMR,2017,6000,0,0,0,0,0,0
SMR,2018,6000,0,0,0,0,0,0
SMR,2019,0,0,0,0,0,0,0
SMR,2020,0,0,0,0,0,0,0
STP,1960,0,0,60.65335606,0,0,38.93649066,33.5313
STP,1961,96000,36.45833333,60.659422,1481.5,296.3,39.32978855,33.87
STP,1962,96000,36.45833333,60.66548855,1481.5,296.3,43.69976505,36.52
STP,1963,96000,36.45833333,60.6715557,1481.5,296.3,39.32978855,38.91
STP,1964,96000,36.45833333,60.67762346,1481.5,296.3,39.72705914,29.23
STP,1965,96000,37.5,60.68369183,1481.5,296.3,44.14117682,27.22
STP,1966,96000,37.5,60.68976081,1448.3,289.66,39.72705914,28.73
STP,1967,96000,37.5,60.69583039,1433.3,286.66,40.12834256,27.76
STP,1968,96000,37.5,60.70190058,1466.7,293.34,36.11550831,34.12
STP,1969,96000,37.5,60.70797138,1508.2,301.64,36.48031142,29.45
STP,1970,96000,37.5,60.71404278,1516.1,303.22,40.53367936,27.09
STP,1971,96000,38.54166667,60.7201148,1548.4,309.68,36.48031142,31.61
STP,1972,96000,38.54166667,60.72618741,1538.5,307.7,36.84879942,26
STP,1973,96000,38.54166667,60.11892554,1529.4,305.88,40.94311046,34.2
STP,1974,96000,38.54166667,59.51773629,1514.3,302.86,36.84879942,23.25
STP,1975,96000,38.54166667,58.92255892,1527.8,305.56,37.22100951,28.22
STP,1976,96000,38.54166667,58.33333333,1515.2,303.04,33.49890856,36.93
STP,1977,96000,38.54166667,57.75,1515.2,303.04,33.83728137,30.5
STP,1978,96000,38.54166667,57.1725,1515.2,303.04,37.5969793,30.43
STP,1979,96000,38.54166667,56.600775,1500,300,33.83728137,28.96
STP,1980,96000,38.54166667,57.1725,1500,300,34.17907209,29.03
STP,1981,96000,38.54166667,57.75,1515.2,303.04,37.97674677,32.67
STP,1982,96000,38.54166667,58.33333333,1515.2,303.04,34.17907209,34.25
STP,1983,96000,38.54166667,58.92255892,1500,300,34.52431525,35.12
STP,1984,96000,38.54166667,59.51773629,1555.6,311.12,31.07188372,36.27
STP,1985,96000,39.58333333,60.11892554,1516.7,303.34,31.38574113,37.43
STP,1986,96000,39.58333333,60.72618741,1500,300,34.8730457,37.6
STP,1987,96000,39.58333333,60.11892554,1600,320,31.38574113,38.96
STP,1988,96000,39.58333333,59.51773629,1764.7,352.94,31.70276882,39.01
STP,1989,96000,43.75,58.92255892,2000,400,35.22529869,39.92
STP,1990,96000,43.75,58.33333333,1928.6,385.72,31.70276882,40.24
STP,1991,96000,43.75,58.33333333,2117.6,423.52,32.02299881,59.41
STP,1992,96000,43.75,58.33333333,2222.2,444.44,31.99600029,69.46
STP,1993,96000,43.75,58.33333333,2193.5,438.7,31.96899986,66.58
STP,1994,96000,45.83333333,58.33333333,2263.2,452.64,31.84700012,67.1
STP,1995,96000,46.875,58.33333333,2222.2,444.44,31.74600029,67.65
STP,1996,96000,46.875,58.33333333,2250,450,31.62299919,72.73
STP,1997,96000,47.91666667,58.33333333,2222.2,444.44,31.54000092,75.27
STP,1998,96000,47.91666667,58.33333333,1931.4,386.28,31.27000046,77.62
STP,1999,96000,48.95833333,58.33333333,2100,420,30.98800087,81.39
STP,2000,96000,51.04166667,58.33333333,2230,446,30.84499931,88.87
STP,2001,96000,53.125,58.33333333,2173.9,434.78,30.41200066,92.38
STP,2002,96000,53.125,58.33333333,2107.4,421.48,30.05900002,95.88
STP,2003,96000,56.25,58.33333333,2131.1,426.22,29.21299934,98.84
STP,2004,96000,52.08333333,58.33333333,2145.7,429.14,29.30699921,99.47
STP,2005,96000,51.04166667,58.33333333,2223.9,444.78,27.90999985,102.53
STP,2006,96000,51.04166667,57.83333381,2454.5,490.9,26.92300034,98
STP,2007,96000,51.5625,57.33333429,2307.7,461.54,26.41799927,106.56
STP,2008,96000,51.04166667,56.83333476,2153.8,430.76,25.54899979,101.89
STP,2009,96000,51.04166667,56.33333524,1538.5,307.7,25.09900093,108.36
STP,2010,96000,50.52083333,55.83333174,1615.2,323.04,24.32600021,112.38
STP,2011,96000,50.72916746,55.83333174,2099.5,419.9,23.71800041,115.87
STP,2012,96000,50.72916746,55.83333174,2099,419.8,23.17900085,121.75
STP,2013,96000,50.72916746,55.83333174,2096,419.2,22.51399994,123.8
STP,2014,96000,50.72916746,55.83333174,2093,418.6,21.68099976,124.03
STP,2015,96000,50.72916746,55.83333174,2089.9,417.98,21.14599991,117.16
STP,2016,96000,50.72916746,55.83333174,2086.9,417.38,20.54100037,116.51
STP,2017,96000,0,0,2083.9,416.78,19.97599983,116.5098835
STP,2018,96000,0,0,0,0,19.49200058,116.509767
STP,2019,0,0,0,0,0,19.09499931,116.5096505
STP,2020,0,0,0,0,0,18.69499969,116.509534
SAU,1960,0,0,0.472559795,0,0,9.5313734,8.0586
SAU,1961,214969000,40.08484944,0.472607056,1319.2,263.84,9.627649899,8.14
SAU,1962,214969000,40.09415311,0.472654321,1317,263.4,10.69738878,7.49
SAU,1963,214969000,40.10438714,0.472701592,1370.6,274.12,9.627649899,7.2
SAU,1964,214969000,40.11787746,0.472748866,1350,270,9.724898888,7.22
SAU,1965,214969000,40.12764631,0.472796146,1373.4,274.68,10.80544321,7.32
SAU,1966,214969000,40.13788035,0.47284343,1362.6,272.52,9.724898888,6.5
SAU,1967,214969000,40.14718401,0.472890719,1361.2,272.24,9.82313019,8.84
SAU,1968,214969000,40.16393061,0.472938013,1139.5,227.9,8.840817171,5.16
SAU,1969,214969000,40.18021203,0.472985312,1327.5,265.5,8.930118355,7.96
SAU,1970,214969000,40.20114528,0.473032615,1277.3,255.46,9.922353727,8.83
SAU,1971,214969000,40.2230089,0.473079923,734.7,146.94,8.930118355,9.97
SAU,1972,214969000,40.24626807,0.473127236,714.2,142.84,9.02032157,7.6
SAU,1973,214969000,40.27092278,0.468395963,563.5,112.7,10.02257952,11.28
SAU,1974,214969000,40.30348562,0.463712004,730.2,146.04,9.02032157,15
SAU,1975,214969000,40.32395369,0.459074884,837.8,167.56,9.11143593,15.61
SAU,1976,214969000,40.35465579,0.454484135,659.1,131.82,8.200292337,16.87
SAU,1977,214969000,40.37977569,0.449939294,751.8,150.36,8.283123572,16.3
SAU,1978,214969000,40.40396522,0.445439901,744.6,148.92,9.203470636,16.34
SAU,1979,214969000,40.42861994,0.440985502,799,159.8,8.283123572,17.91
SAU,1980,214969000,40.45327466,0.445439901,587.6,117.52,8.366791487,20.2
SAU,1981,214969000,40.47699901,0.449939294,1071.8,214.36,9.296434986,20.14
SAU,1982,214969000,40.50258409,0.454484135,1864.9,372.98,8.366791487,25.85
SAU,1983,214969000,40.59655113,0.459074884,2764,552.8,8.451304533,34.62
SAU,1984,214969000,42.99364094,0.463712004,3235.1,647.02,7.606174079,39.88
SAU,1985,214969000,45.41352474,0.468395963,3471.1,694.22,7.683004121,44.85
SAU,1986,214969000,47.81154492,0.473127236,3840.3,768.06,8.536671245,51.88
SAU,1987,214969000,50.23049835,0.468395963,4106,821.2,7.683004121,49.6
SAU,1988,214969000,52.62619261,0.463712004,4127.2,825.44,7.760610223,52.72
SAU,1989,214969000,55.02653871,0.459074884,4086.7,817.34,8.622900248,51.77
SAU,1990,214969000,57.44130549,0.454484135,4244.8,848.96,7.760610223,57.13
SAU,1991,214969000,57.53015551,0.454484135,4200.7,840.14,7.839000225,60.72
SAU,1992,214969000,57.56457908,0.454484135,4191.6,838.32,7.664000034,62.29
SAU,1993,214969000,60.83900469,0.454484135,4462.4,892.48,7.493000031,60.97
SAU,1994,214969000,64.09528816,0.454484135,4546.5,909.3,7.293000221,62.79
SAU,1995,214969000,67.35157162,0.454484135,3784.4,756.88,7.078000069,63.93
SAU,1996,214969000,70.60785509,0.454484135,3429.5,685.9,6.837999821,65.44
SAU,1997,214969000,73.86413855,0.454484135,3562.8,712.56,6.637000084,75.71
SAU,1998,214969000,77.58560537,0.454484135,3540.5,708.1,6.454999924,82.21
SAU,1999,214969000,80.84188883,0.454484135,3575.5,715.1,6.263999939,80.28
SAU,2000,214969000,80.84188883,0.454484135,3516.4,703.28,6.123000145,88.53
SAU,2001,214969000,80.84467993,0.454484135,3932,786.4,6.032999992,95.07
SAU,2002,214969000,80.8456103,0.454484135,4047.6,809.52,4.659999847,91.97
SAU,2003,214969000,80.84793621,0.454484135,4228.9,845.78,4.467999935,94.46
SAU,2004,214969000,80.8065349,0.454484135,4675.2,935.04,4.291999817,96.39
SAU,2005,214969000,80.81025636,0.454484135,4753.2,950.64,4.137000084,100.57
SAU,2006,214969000,80.79025348,0.454484135,5047.1,1009.42,3.980999947,103.04
SAU,2007,214969000,80.79071866,0.454484135,5121.8,1024.36,4.289999962,106.55
SAU,2008,214969000,80.74280478,0.454484135,5221.3,1044.26,4.289999962,110.52
SAU,2009,214969000,80.67907466,0.454484135,4874.4,974.88,4.059999943,112.67
SAU,2010,214969000,80.66558434,0.454484135,5507.8,1101.56,4.168000221,123.3
SAU,2011,214969000,80.65721104,0.454484135,5483.3,1096.66,4.245999813,123.3
SAU,2012,214969000,80.63720816,0.454484135,5164.2,1032.84,4.348999977,125.45
SAU,2013,214969000,80.61394899,0.454484135,5359.8,1071.96,4.449999809,131.23
SAU,2014,214969000,80.74433843,0.454484135,5130.7,1026.14,5.261000156,131.69
SAU,2015,214969000,80.77230031,0.454484135,5543.8,1108.76,6.099999905,136.9
SAU,2016,214969000,80.76466839,0.454484135,5401.1,1080.22,4.96999979,140.3
SAU,2017,214969000,0,0,5600.5,1120.1,3.563999891,140.2998597
SAU,2018,214969000,0,0,0,0,2.519999981,140.2997194
SAU,2019,0,0,0,0,0,2.403000116,140.2995791
SAU,2020,0,0,0,0,0,2.309000015,140.2994388
SEN,1960,0,0,50.48453205,0,0,59.32942139,31.7691
SEN,1961,19253000,44.91248117,50.48958101,549.4,109.88,59.92870847,32.09
SEN,1962,19253000,44.91248117,50.49463047,544.3,108.86,66.58745386,34.69
SEN,1963,19253000,45.43188075,50.49968044,573.3,114.66,59.92870847,38.26
SEN,1964,19253000,45.43188075,50.50473091,588.3,117.66,60.53404896,40.51
SEN,1965,19253000,45.95128032,50.50978189,588.7,117.74,67.2600544,41.77
SEN,1966,19253000,45.95128032,50.51483337,530.8,106.16,60.53404896,44.4
SEN,1967,19253000,46.47067989,50.51988536,636.3,127.26,61.145504,47.8
SEN,1968,19253000,47.35365917,50.52493786,461.2,92.24,55.0309536,48.83
SEN,1969,19253000,46.24214408,50.52999086,699,139.8,55.58682182,51.05
SEN,1970,19253000,46.03957825,50.53504436,475.6,95.12,61.76313536,51.06
SEN,1971,19253000,46.4654859,50.54009837,655.7,131.14,55.58682182,52.84
SEN,1972,19253000,46.4654859,50.54515288,370.9,74.18,56.14830487,52.23
SEN,1973,19253000,46.72518569,50.03970136,508,101.6,62.38700541,50.26
SEN,1974,19253000,46.98488547,49.53930434,740.5,148.1,56.14830487,46.17
SEN,1975,19253000,46.98488547,49.0439113,708.2,141.64,56.71545946,49.33
SEN,1976,19253000,46.97969148,48.55347219,706.8,141.36,51.04391352,51.28
SEN,1977,19253000,45.93569833,48.06793746,508.1,101.62,51.5595086,53.18
SEN,1978,19253000,45.93050434,47.58725809,833.2,166.64,57.28834289,56.03
SEN,1979,19253000,45.92531034,47.11138551,616.8,123.36,51.5595086,56.09
SEN,1980,19253000,45.92011635,47.58725809,547.4,109.48,52.08031172,53.93
SEN,1981,19253000,45.91492235,48.06793746,904.7,180.94,57.86701302,58.79
SEN,1982,19253000,45.90972835,48.55347219,684.3,136.86,52.08031172,60.19
SEN,1983,19253000,45.90453436,49.0439113,573.3,114.66,52.60637548,58.31
SEN,1984,19253000,45.89934036,49.53930434,612.1,122.42,47.34573793,57.23
SEN,1985,19253000,45.89414637,50.03970136,819.9,163.98,47.82397771,61.26
SEN,1986,19253000,45.88375838,50.54515288,761.7,152.34,53.13775301,69.62
SEN,1987,19253000,45.87337038,50.03970136,841.4,168.28,47.82397771,70.76
SEN,1988,19253000,45.86298239,49.53930434,712.1,142.42,48.30704819,70.32
SEN,1989,19253000,45.84740041,49.0439113,847.3,169.46,53.67449799,73.28
SEN,1990,19253000,46.06554823,48.55347219,795,159,48.30704819,74.89
SEN,1991,19253000,45.23450891,48.31974238,822.6,164.52,48.79499817,78.01
SEN,1992,19253000,45.60328261,48.08601257,798.6,159.72,48.7159996,76.89
SEN,1993,19253000,45.80065444,47.85228276,836.5,167.3,48.62099838,78.67
SEN,1994,19253000,46.30447203,47.61855295,757.7,151.54,48.56999969,80.23
SEN,1995,19253000,45.78507246,47.38482314,872,174.4,48.27999878,79.01
SEN,1996,19253000,46.26292006,47.15109334,758.5,151.7,48.0929985,78.45
SEN,1997,19253000,44.81379525,46.91736353,716.7,143.34,47.80199814,80.71
SEN,1998,19253000,43.57762427,46.68363372,667.8,133.56,47.30400085,80.44
SEN,1999,19253000,47.32768919,46.44990391,870.4,174.08,46.70999908,85.47
SEN,2000,19253000,46.88619955,46.2161741,879.4,175.88,46.25799942,91.53
SEN,2001,19253000,45.70196852,45.98244429,887.1,177.42,45.63000107,94.35
SEN,2002,19253000,45.44746273,45.74871449,651.6,130.32,45.13899994,86.21
SEN,2003,19253000,44.83457124,45.51498468,1090.7,218.14,44.19599915,92.78
SEN,2004,19253000,45.120241,45.28125487,974.5,194.9,43.23199844,92.93
SEN,2005,19253000,45.58250662,45.04752506,1201.1,240.22,42.30899811,100.97
SEN,2006,19253000,44.08663585,44.83976523,879,175.8,41.56999969,106.09
SEN,2007,19253000,44.16454579,44.6320054,722.5,144.5,40.61999893,100.58
SEN,2008,19253000,48.1743105,44.42424557,1174.2,234.84,39.77299881,108.88
SEN,2009,19253000,49.28063159,44.21648574,1134.6,226.92,39.06600189,118.25
SEN,2010,19253000,49.12481172,44.00872591,1196.5,239.3,38.19100189,123.73
SEN,2011,19253000,46.56417182,43.80096608,966.9,193.38,37.42300034,123.98
SEN,2012,19253000,46.56417182,43.59320625,1221.3,244.26,36.40200043,127.08
SEN,2013,19253000,46.06035423,43.38544642,1124.1,224.82,35.52000046,131
SEN,2014,19253000,46.06035423,43.17768659,1111.5,222.3,34.33100128,124.99
SEN,2015,19253000,46.06035423,42.96992676,1376.1,275.22,33.33300018,124.76
SEN,2016,19253000,46.06035423,42.76216694,1340.1,268.02,32.44300079,125.22
SEN,2017,19253000,0,0,1275.1,255.02,31.54299927,125.2198748
SEN,2018,19253000,0,0,0,0,30.70499992,125.2197496
SEN,2019,0,0,0,0,0,30.04599953,125.2196243
SEN,2020,0,0,0,0,0,29.42700005,125.2194991
SRB,1960,0,0,29.43602815,0,0,32.46551804,0
SRB,1961,8746000,0,29.43897204,0,0,32.79345256,0
SRB,1962,8746000,0,29.44191623,0,0,36.43716951,0
SRB,1963,8746000,0,29.44486072,0,0,32.79345256,0
SRB,1964,8746000,0,29.4478055,0,0,33.12469956,0
SRB,1965,8746000,0,29.45075058,0,0,36.80522173,0
SRB,1966,8746000,0,29.45369595,0,0,33.12469956,0
SRB,1967,8746000,0,29.45664161,0,0,33.45929248,0
SRB,1968,8746000,0,29.45958757,0,0,30.11336323,0
SRB,1969,8746000,0,29.46253382,0,0,30.41753862,0
SRB,1970,8746000,0,29.46548037,0,0,33.79726513,0
SRB,1971,8746000,0,29.46842721,0,0,30.41753862,0
SRB,1972,8746000,0,29.47137435,0,0,30.72478649,0
SRB,1973,8746000,0,29.17666061,0,0,34.13865165,0
SRB,1974,8746000,0,28.884894,0,0,30.72478649,0
SRB,1975,8746000,0,28.59604506,0,0,31.03513786,0
SRB,1976,8746000,0,28.31008461,0,0,27.93162408,0
SRB,1977,8746000,0,28.02698376,0,0,28.2137617,0
SRB,1978,8746000,0,27.74671393,0,0,31.34862411,0
SRB,1979,8746000,0,27.46924679,0,0,28.2137617,0
SRB,1980,8746000,0,27.74671393,0,0,28.49874919,0
SRB,1981,8746000,0,28.02698376,0,0,31.66527687,0
SRB,1982,8746000,0,28.31008461,0,0,28.49874919,0
SRB,1983,8746000,0,28.59604506,0,0,28.78661534,0
SRB,1984,8746000,0,28.884894,0,0,25.90795381,0
SRB,1985,8746000,0,29.17666061,0,0,26.16965031,0
SRB,1986,8746000,0,29.47137435,0,0,29.07738923,0
SRB,1987,8746000,0,29.17666061,0,0,26.16965031,0
SRB,1988,8746000,0,28.884894,0,0,26.43399021,0
SRB,1989,8746000,0,28.59604506,0,0,29.37110023,0
SRB,1990,8746000,0,28.31008461,0,0,26.43399021,0
SRB,1991,8746000,0,28.31008461,0,0,26.70100021,0
SRB,1992,8746000,0,28.31008461,0,0,27.25399971,0
SRB,1993,8746000,0,28.31008461,0,0,27.98500061,0
SRB,1994,8746000,0,28.31008461,0,0,27.88400078,0
SRB,1995,8746000,0,28.31008461,0,0,27.55200005,0
SRB,1996,8746000,0,28.31008461,0,0,27.33200073,0
SRB,1997,8746000,0,28.31008461,0,0,26.93099976,0
SRB,1998,8746000,0,28.31008461,0,0,26.73500061,0
