LOCATION,TIME,"Population, total","Immunization, DPT (% of children ages 12-23 months)"
ECA,2004,370083723,91.97931031
ECA,2005,370632537,94.48407109
ECA,2006,371318140,94.1943243
ECA,2007,372332605,95.63802188
ECA,2008,373751805,95.50382528
ECA,2009,375674687,93.86974555
ECA,2010,377835769,92.30555584
ECA,2011,380165082,92.40062829
ECA,2012,382509766,94.89406688
ECA,2013,385088778,95.40637443
ECA,2014,387660810,90.29623728
ECA,2015,390295673,91.07904679
ECA,2016,392870484,90.27228596
ECA,2017,395289709,93.07475256
ECA,2018,397435105.5,94.9343422
ECA,2019,399404587,95.76417215
ECA,2020,0,0
TEC,1960,308424873,0
TEC,1961,313062835,0
TEC,1962,317744152,0
TEC,1963,322502350,0
TEC,1964,327271189,0
TEC,1965,331852945,0
TEC,1966,335704776,0
TEC,1967,339692822,0
TEC,1968,343594788,0
TEC,1969,347372787,0
TEC,1970,351017856,0
TEC,1971,354660476,0
TEC,1972,358451353,0
TEC,1973,362249655,0
TEC,1974,366086371,0
TEC,1975,369959079,0
TEC,1976,373993074,0
TEC,1977,377959114,0
TEC,1978,381826796,0
TEC,1979,385669984,0
TEC,1980,389610122,0
TEC,1981,393632722,0
TEC,1982,397542972,0
TEC,1983,401434285,0
TEC,1984,405559692,0
TEC,1985,409642794,0
TEC,1986,413657277,0
TEC,1987,417635059,0
TEC,1988,421417206,0
TEC,1989,424805477,0
TEC,1990,427265655,0
TEC,1991,429371791,0
TEC,1992,431065071,80.84359279
TEC,1993,432528519,76.93142257
TEC,1994,433420373,85.82494806
TEC,1995,433786617,83.06317294
TEC,1996,434113522,86.51754767
TEC,1997,434473525,89.34855578
TEC,1998,434721837,90.68724068
TEC,1999,434668342,91.34167499
TEC,2000,434313570,93.00841351
TEC,2001,433863000,93.83180735
TEC,2002,433541379,91.58832114
TEC,2003,433680225,87.66012801
TEC,2004,434022293,92.65353192
TEC,2005,434427812,94.8797988
TEC,2006,434964326,94.61399284
TEC,2007,435646364,95.87750408
TEC,2008,436725144,95.76298754
TEC,2009,438498958,94.27803168
TEC,2010,440420861,92.85450041
TEC,2011,442656487,92.7565524
TEC,2012,444898523,95.02857512
TEC,2013,447368356,95.51622271
TEC,2014,449819913,90.86497116
TEC,2015,452301305,91.41441943
TEC,2016,454717187,90.64549186
TEC,2017,456976356,92.92007848
TEC,2018,458970243.5,94.67090024
TEC,2019,460799505,95.48094425
TEC,2020,0,0
EUU,1960,356906076,0
EUU,1961,359998418,0
EUU,1962,363200473,0
EUU,1963,366516491,0
EUU,1964,369850244,0
EUU,1965,373032732,0
EUU,1966,376039119,0
EUU,1967,378917977,0
EUU,1968,381605443,0
EUU,1969,384216975,0
EUU,1970,386322908,0
EUU,1971,388391969,0
EUU,1972,390994983,0
EUU,1973,393524737,0
EUU,1974,395949389,0
EUU,1975,398316577,0
EUU,1976,400473489,0
EUU,1977,402425490,0
EUU,1978,404271768,0
EUU,1979,406051885,0
EUU,1980,407875852,0
EUU,1981,409551932,0
EUU,1982,410895587,0
EUU,1983,411974420,0
EUU,1984,412931311,91.77878751
EUU,1985,413924483,87.3993185
EUU,1986,415076369,91.55712268
EUU,1987,416301856,87.4891147
EUU,1988,417653043,87.38546864
EUU,1989,419073156,90.3322694
EUU,1990,420477979,88.71803363
EUU,1991,421730525,91.20791089
EUU,1992,422963892,91.80838143
EUU,1993,424341130,87.81341429
EUU,1994,425399124,90.87657866
EUU,1995,426203343,91.87146175
EUU,1996,426896863,93.16099399
EUU,1997,427538058,93.86346915
EUU,1998,428109863,94.02091294
EUU,1999,428815493,95.68933881
EUU,2000,429328624,93.84456837
EUU,2001,429895628,95.31308754
EUU,2002,430881944,95.57513673
EUU,2003,432415939,96.75504234
EUU,2004,434040236,96.36788421
EUU,2005,435581949,96.34154739
EUU,2006,436998049,96.98538327
EUU,2007,438468400,96.92979502
EUU,2008,439876674,96.94842759
EUU,2009,440917800,96.60236324
EUU,2010,441532412,96.92760173
EUU,2011,440746976,96.59897743
EUU,2012,441395932,96.97674196
EUU,2013,442469471,96.51814398
EUU,2014,443576663,96.13554895
EUU,2015,444543759,95.35260159
EUU,2016,445487728,95.05783546
EUU,2017,446131273,94.50710077
EUU,2018,446777673,94.54963069
EUU,2019,447512041,94.72576862
EUU,2020,0,0
FCS,1960,183963901,0
FCS,1961,188124157,0
FCS,1962,192452467,0
FCS,1963,196946269,0
FCS,1964,201612917,0
FCS,1965,206458650,0
FCS,1966,211494657,0
FCS,1967,216725732,0
FCS,1968,222140108,0
FCS,1969,227723733,0
FCS,1970,233470596,0
FCS,1971,239356566,0
FCS,1972,245398949,0
FCS,1973,251669755,0
FCS,1974,258274043,0
FCS,1975,265272703,0
FCS,1976,272712626,0
FCS,1977,280540792,0
FCS,1978,288608202,0
FCS,1979,296707474,0
FCS,1980,304690404,0
FCS,1981,312524638,0
FCS,1982,320266666,0
FCS,1983,327983507,19.72080667
FCS,1984,335776564,20.16491628
FCS,1985,343737164,25.5157104
FCS,1986,351842158,31.28653086
FCS,1987,360107735,35.77511889
FCS,1988,368703675,41.5793614
FCS,1989,377842210,51.07450982
FCS,1990,389642005,58.06208899
FCS,1991,400345083,46.83831885
FCS,1992,411763761,47.49619431
FCS,1993,423631985,44.0853598
FCS,1994,435570558,46.44374199
FCS,1995,447316926,46.1755424
FCS,1996,458764367,44.64603699
FCS,1997,470020836,43.13931542
FCS,1998,481098947,45.87772145
FCS,1999,492424960,47.690294
FCS,2000,504450718,50.18606774
FCS,2001,517162716,48.72274041
FCS,2002,530422958,49.81513713
FCS,2003,544149583,52.67229142
FCS,2004,558207668,56.88960617
FCS,2005,572498604,59.41893648
FCS,2006,587009010,61.05820564
FCS,2007,601759996,63.20468878
FCS,2008,616786947,65.91711906
FCS,2009,632127588,71.04131452
FCS,2010,647810261,68.13347731
FCS,2011,663884474,67.95677876
FCS,2012,680326998,65.63450021
FCS,2013,697006260,64.79711235
FCS,2014,713739741,65.24434241
FCS,2015,730424930,64.39461969
FCS,2016,747004599,66.75682699
FCS,2017,763578047,67.50539057
FCS,2018,780467640,67.00259315
FCS,2019,798138587,67.71514271
FCS,2020,0,0
HPC,1960,161734357,0
HPC,1961,165573152,0
HPC,1962,169567094,0
HPC,1963,173722855,0
HPC,1964,178048171,0
HPC,1965,182548785,0
HPC,1966,187227582,0
HPC,1967,192084649,0
HPC,1968,197119436,0
HPC,1969,202329943,0
HPC,1970,207714294,0
HPC,1971,213272637,0
HPC,1972,219004370,0
HPC,1973,224905331,0
HPC,1974,230970305,0
HPC,1975,237195002,0
HPC,1976,243590895,0
HPC,1977,250160346,0
HPC,1978,256880793,0
HPC,1979,263721622,0
HPC,1980,270668574,0
HPC,1981,277719103,19.14568273
HPC,1982,284905162,19.40659121
HPC,1983,292290346,21.31027515
HPC,1984,299959473,22.86194478
HPC,1985,307980296,26.20945346
HPC,1986,316358131,31.02274137
HPC,1987,325095184,38.14058691
HPC,1988,334249178,41.85744226
HPC,1989,343887505,47.27582922
HPC,1990,354047260,52.51321938
HPC,1991,364782185,45.65321599
HPC,1992,376055904,45.49381992
HPC,1993,387705076,48.33253786
HPC,1994,399503946,51.20447168
HPC,1995,411298620,52.82750168
HPC,1996,423019190,52.50633949
HPC,1997,434736174,51.76042434
HPC,1998,446608340,49.49498457
HPC,1999,458867402,49.28934204
HPC,2000,471680794,53.21790502
HPC,2001,485112686,54.37265591
HPC,2002,499113575,56.93817471
HPC,2003,513601239,61.17251593
HPC,2004,528444632,64.70409747
HPC,2005,543555326,68.16122647
HPC,2006,558909236,69.55847886
HPC,2007,574560260,72.09830329
HPC,2008,590590368,72.31289433
HPC,2009,607115564,74.5699184
HPC,2010,624219326,74.75465809
HPC,2011,641921311,76.86016568
HPC,2012,660193774,77.38335053
HPC,2013,679012664,75.62358253
HPC,2014,698336451,76.72160312
HPC,2015,718128416,76.812396
HPC,2016,738387254,76.78492798
HPC,2017,759106221,77.47300935
HPC,2018,780234406,76.61898958
HPC,2019,801708035,77.03808626
HPC,2020,0,0
HIC,1960,779264541,0
HIC,1961,790787423,0
HIC,1962,800940273,0
HIC,1963,811022746,0
HIC,1964,821010582,0
HIC,1965,830622420,0
HIC,1966,839698997,0
HIC,1967,848251651,0
HIC,1968,855972563,0
HIC,1969,865505599,0
HIC,1970,874094269,0
HIC,1971,883416585,0
HIC,1972,892423643,0
HIC,1973,900522424,0
HIC,1974,909738667,0
HIC,1975,918515869,0
HIC,1976,925967458,0
HIC,1977,933635383,0
HIC,1978,941354717,0
HIC,1979,949389444,0
HIC,1980,957189059,0
HIC,1981,965013677,82.23447083
HIC,1982,972400785,83.90569146
HIC,1983,979308257,85.02687415
HIC,1984,985851908,87.41870539
HIC,1985,992434295,86.32512168
HIC,1986,999310957,88.58291087
HIC,1987,1006177585,87.20891844
HIC,1988,1013181810,87.89197501
HIC,1989,1020618218,90.31954428
HIC,1990,1028439322,88.59187139
HIC,1991,1036687790,88.90194242
HIC,1992,1042741815,88.08884803
HIC,1993,1050717716,88.4239977
HIC,1994,1058314875,91.31044197
HIC,1995,1067201837,91.71825445
HIC,1996,1074336734,93.77894741
HIC,1997,1081272108,90.73291906
HIC,1998,1088081935,91.12424659
HIC,1999,1094816055,93.0250163
HIC,2000,1101479766,92.8378036
HIC,2001,1108227432,94.5446439
HIC,2002,1115120730,94.59864621
HIC,2003,1122162870,95.79306472
HIC,2004,1129635679,95.52838927
HIC,2005,1137301496,95.66634724
HIC,2006,1145660099,96.10312864
HIC,2007,1154287212,95.8135166
HIC,2008,1163465944,95.94162269
HIC,2009,1171805563,95.47504354
HIC,2010,1179329058,95.58640672
HIC,2011,1184722242,95.95858046
HIC,2012,1191504221,95.49259187
HIC,2013,1198364438,95.26417264
HIC,2014,1205404811,95.53869076
HIC,2015,1212252370,95.27431713
HIC,2016,1219052243,95.44081213
HIC,2017,1225031038,95.16863821
HIC,2018,1230515710,94.79175403
HIC,2019,1235852838,94.79195407
HIC,2020,0,0
IBD,1960,1919643279,0
IBD,1961,1940356987,0
IBD,1962,1974019002,0
IBD,1963,2019553752,0
IBD,1964,2065153365,0
IBD,1965,2111931225,0
IBD,1966,2161881256,0
IBD,1967,2211446041,0
IBD,1968,2262349901,0
IBD,1969,2315407247,0
IBD,1970,2369907006,0
IBD,1971,2425732843,0
IBD,1972,2480635679,0
IBD,1973,2535258856,0
IBD,1974,2589035790,0
IBD,1975,2641036498,0
IBD,1976,2691929444,0
IBD,1977,2741759758,0
IBD,1978,2792102767,0
IBD,1979,2843436738,0
IBD,1980,2895270892,0
IBD,1981,2948643276,0
IBD,1982,3004914799,0
IBD,1983,3061809691,37.258627
IBD,1984,3118212739,44.52916899
IBD,1985,3175484795,50.08121299
IBD,1986,3234352883,52.67337971
IBD,1987,3294789958,57.39901534
IBD,1988,3355391526,69.401812
IBD,1989,3414926056,73.52455307
IBD,1990,3472779202,81.21048034
IBD,1991,3529271854,77.61553224
IBD,1992,3583653513,75.40709276
IBD,1993,3636903391,76.04300165
IBD,1994,3689394008,77.5012443
IBD,1995,3740821090,77.69024143
IBD,1996,3791695536,76.68202297
IBD,1997,3842265430,76.56080095
IBD,1998,3892058667,76.81067552
IBD,1999,3940459765,76.72631196
IBD,2000,3987195305,76.90106817
IBD,2001,4032822503,77.62723217
IBD,2002,4077663877,76.65533644
IBD,2003,4122166250,77.83797834
IBD,2004,4166322557,79.24104126
IBD,2005,4210325712,80.15791842
IBD,2006,4253873147,81.42393502
IBD,2007,4296873733,81.1490447
IBD,2008,4340024679,84.51612063
IBD,2009,4383703298,86.58340919
IBD,2010,4427061901,87.94001887
IBD,2011,4471055917,89.23460785
IBD,2012,4515490894,89.74798823
IBD,2013,4560254816,89.54486799
IBD,2014,4604833828,89.41956814
IBD,2015,4648915921,89.80172131
IBD,2016,4692793113,90.67581677
IBD,2017,4736170185,90.42450858
IBD,2018,4777257265,90.34315075
IBD,2019,4816235953,90.24999068
IBD,2020,0,0
IBT,1960,2299245350,0
IBT,1961,2329154674,0
IBT,1962,2372380776,0
IBT,1963,2427869474,0
IBT,1964,2483839951,0
IBT,1965,2541414862,0
IBT,1966,2602626838,0
IBT,1967,2663895573,0
IBT,1968,2726850226,0
IBT,1969,2792170817,0
IBT,1970,2859057995,0
IBT,1971,2927364511,0
IBT,1972,2994908170,0
IBT,1973,3062459372,0
IBT,1974,3129647772,0
IBT,1975,3195675199,0
IBT,1976,3261263382,0
IBT,1977,3326428540,0
IBT,1978,3392709082,0
IBT,1979,3460519051,0
IBT,1980,3529315764,0
IBT,1981,3600136829,0
IBT,1982,3674370528,0
IBT,1983,3749764657,33.04087556
IBT,1984,3825225741,38.41219489
IBT,1985,3902131631,43.59833643
IBT,1986,3981206549,46.88197891
IBT,1987,4062409115,51.7267869
IBT,1988,4144329619,61.99793465
IBT,1989,4225751614,67.47035364
IBT,1990,4306143227,75.56171127
IBT,1991,4385562560,71.11610933
IBT,1992,4463427776,69.09568989
IBT,1993,4540549134,68.94423027
IBT,1994,4617186578,71.12038373
IBT,1995,4693043491,71.4593838
IBT,1996,4768632542,69.87657834
IBT,1997,4844173053,69.90693143
IBT,1998,4919045862,70.26807451
IBT,1999,4992708134,70.03624361
IBT,2000,5065364309,70.86092611
IBT,2001,5137401875,71.44396579
IBT,2002,5209100116,70.95791825
IBT,2003,5280932636,72.62187515
IBT,2004,5352930962,74.77335662
IBT,2005,5425296741,75.61177293
IBT,2006,5497791204,76.84068885
IBT,2007,5570347406,76.9820319
IBT,2008,5643601079,79.77701606
IBT,2009,5717826465,82.03157698
IBT,2010,5792408543,82.40856144
IBT,2011,5867932121,83.74194369
IBT,2012,5943960591,83.62756024
IBT,2013,6020877871,83.1095149
IBT,2014,6098335490,83.51177156
IBT,2015,6176134809,83.68538713
IBT,2016,6254597843,84.85852558
IBT,2017,6333386949,84.80356614
IBT,2018,6410738780,84.6643406
IBT,2019,6486934853,84.75601534
IBT,2020,0,0
IDB,1960,120391634,0
IDB,1961,123271006,0
IDB,1962,126289823,0
IDB,1963,129443842,0
IDB,1964,132726683,0
IDB,1965,136134379,0
IDB,1966,139672983,0
IDB,1967,143347882,0
IDB,1968,147154763,0
IDB,1969,151087356,0
IDB,1970,155145812,0
IDB,1971,159323752,0
IDB,1972,163636009,0
IDB,1973,168129796,0
IDB,1974,172867296,0
IDB,1975,177892065,0
IDB,1976,183221936,0
IDB,1977,188841791,0
IDB,1978,194720564,0
IDB,1979,200810529,0
IDB,1980,207074892,0
IDB,1981,213499718,0
IDB,1982,220088459,0
IDB,1983,226841876,0
IDB,1984,233765804,23.45739435
IDB,1985,240860702,30.64930577
IDB,1986,248127801,35.74298712
IDB,1987,255551896,40.47002981
IDB,1988,263097485,44.80858686
IDB,1989,270718948,50.33772289
IDB,1990,278496626,59.34427174
IDB,1991,286142505,51.13919894
IDB,1992,293874927,51.4612231
IDB,1993,301679813,41.65602854
IDB,1994,309568081,49.39384192
IDB,1995,317616103,54.88523429
IDB,1996,325908651,46.79483494
IDB,1997,334399200,46.28778013
IDB,1998,342980958,51.79885619
IDB,1999,351519907,52.57183045
IDB,2000,360173360,52.4548218
IDB,2001,368820681,51.88738711
IDB,2002,377512127,52.27781632
IDB,2003,386309896,54.00202344
IDB,2004,395320114,56.13181408
IDB,2005,404615758,56.21907662
IDB,2006,414232526,56.75258458
IDB,2007,424192635,56.06139528
IDB,2008,434469613,61.04286595
IDB,2009,444998521,64.59608577
IDB,2010,456049562,61.73500827
IDB,2011,467268096,63.87011247
IDB,2012,478336539,61.65471493
IDB,2013,489626543,61.88450112
IDB,2014,501147849,63.12191515
IDB,2015,512877243,62.83465103
IDB,2016,524790731,68.1383803
IDB,2017,536862922,68.10908563
IDB,2018,549115214,68.99743796
IDB,2019,561572202,69.32836634
IDB,2020,0,0
IDX,1960,259210437,0
IDX,1961,265526681,0
IDX,1962,272071951,0
IDX,1963,278871880,0
IDX,1964,285959903,0
IDX,1965,293349258,0
IDX,1966,301072599,0
IDX,1967,309101650,0
IDX,1968,317345562,0
IDX,1969,325676214,0
IDX,1970,334005177,0
IDX,1971,342307916,0
IDX,1972,350636482,0
IDX,1973,359070720,0
IDX,1974,367744686,0
IDX,1975,376746636,0
IDX,1976,386112002,0
IDX,1977,395826991,0
IDX,1978,405885751,0
IDX,1979,416271784,0
IDX,1980,426969980,0
IDX,1981,437993835,13.5649956
IDX,1982,449367270,14.19846919
IDX,1983,461113090,15.9629503
IDX,1984,473247198,17.55367019
IDX,1985,485786134,20.62567805
IDX,1986,498725865,26.24243275
IDX,1987,512067261,31.56066547
IDX,1988,525840608,36.78452687
IDX,1989,540106610,48.55051
IDX,1990,554867399,58.53514892
IDX,1991,570148201,52.40876882
IDX,1992,585899336,51.70191448
IDX,1993,601965930,54.90968263
IDX,1994,618224489,58.42033094
IDX,1995,634606298,57.72958656
IDX,1996,651028355,59.35176077
IDX,1997,667508423,59.38451765
IDX,1998,684006237,57.78861301
IDX,1999,700728462,56.94642352
IDX,2000,717995644,60.62912801
IDX,2001,735758691,61.29821306
IDX,2002,753924112,62.68673805
IDX,2003,772456490,66.15548561
IDX,2004,791288291,70.859614
IDX,2005,810355271,72.10383052
IDX,2006,829685531,73.82612941
IDX,2007,849281038,75.70824424
IDX,2008,869106787,75.9766877
IDX,2009,889124646,78.2698518
IDX,2010,909297080,77.78625477
IDX,2011,929608108,79.08185754
IDX,2012,950133158,78.58038381
IDX,2013,970996512,77.0962816
IDX,2014,992353813,78.69729568
IDX,2015,1014341645,78.82644797
IDX,2016,1037013999,78.90718126
IDX,2017,1060353842,79.51603637
IDX,2018,1084366301,78.94421465
IDX,2019,1109126698,79.60001383
IDX,2020,0,0
IDA,1960,379602071,0
IDA,1961,388797687,0
IDA,1962,398361774,0
IDA,1963,408315722,0
IDA,1964,418686586,0
IDA,1965,429483637,0
IDA,1966,440745582,0
IDA,1967,452449532,0
IDA,1968,464500325,0
IDA,1969,476763570,0
IDA,1970,489150989,0
IDA,1971,501631668,0
IDA,1972,514272491,0
IDA,1973,527200516,0
IDA,1974,540611982,0
IDA,1975,554638701,0
IDA,1976,569333938,0
IDA,1977,584668782,0
IDA,1978,600606315,0
IDA,1979,617082313,0
IDA,1980,634044872,0
IDA,1981,651493553,12.42833569
IDA,1982,669455729,13.57727749
IDA,1983,687954966,16.92052859
IDA,1984,707013002,19.5400938
IDA,1985,726646836,23.90334243
IDA,1986,746853666,29.32083736
IDA,1987,767619157,34.47582462
IDA,1988,788938093,39.42179649
IDA,1989,810825558,49.13953565
IDA,1990,833364025,58.80195008
IDA,1991,856290706,51.98912959
IDA,1992,879774263,51.61995664
IDA,1993,903645743,50.42210354
IDA,1994,927792570,55.37304148
IDA,1995,952222401,56.77136431
IDA,1996,976937006,55.14112158
IDA,1997,1001907623,54.99150168
IDA,1998,1026987195,55.78191944
IDA,1999,1052248369,55.49323495
IDA,2000,1078169004,57.91782155
IDA,2001,1104579372,58.18196375
IDA,2002,1131436239,59.23481116
IDA,2003,1158766386,62.12743838
IDA,2004,1186608405,65.97683598
IDA,2005,1214971029,66.82948448
IDA,2006,1243918057,68.148224
IDA,2007,1273473673,69.15204885
IDA,2008,1303576400,70.97502631
IDA,2009,1334123167,73.67190478
IDA,2010,1365346642,72.36704268
IDA,2011,1396876204,73.95957574
IDA,2012,1428469697,72.86588532
IDA,2013,1460623055,71.94241589
IDA,2014,1493501662,73.40598772
IDA,2015,1527218888,73.38476374
IDA,2016,1561804730,75.23629954
IDA,2017,1597216764,75.62968346
IDA,2018,1633481515,75.55781738
IDA,2019,1670698900,76.10821795
IDA,2020,0,0
LTE,1960,1096903435,0
LTE,1961,1099284948,0
LTE,1962,1113927866,0
LTE,1963,1139889920,0
LTE,1964,1165421491,0
LTE,1965,1191679469,0
LTE,1966,1220687494,0
LTE,1967,1248850534,0
LTE,1968,1277803283,0
LTE,1969,1308225906,0
LTE,1970,1339320328,0
LTE,1971,1370950391,0
LTE,1972,1400911469,0
LTE,1973,1429901934,0
LTE,1974,1457475810,0
LTE,1975,1482809877,0
LTE,1976,1506611965,0
LTE,1977,1528866955,0
LTE,1978,1551073491,0
LTE,1979,1573488422,0
LTE,1980,1595481001,0
LTE,1981,1618039046,0
LTE,1982,1642764675,0
LTE,1983,1667457260,55.33262809
LTE,1984,1691255649,67.11177476
LTE,1985,1715762755,73.00887977
LTE,1986,1741726077,72.69208294
LTE,1987,1769123551,72.78974356
LTE,1988,1796650128,88.47454606
LTE,1989,1823252478,89.92227527
LTE,1990,1848477103,92.80565665
LTE,1991,1872531745,91.68570359
LTE,1992,1892668357,87.29143537
LTE,1993,1913771946,86.3029099
LTE,1994,1934414296,85.18794419
LTE,1995,1955852554,83.0897339
LTE,1996,1975201173,84.64970428
LTE,1997,1994264451,85.32933701
LTE,1998,2012571338,86.6725814
LTE,1999,2029613547,87.66685819
LTE,2000,2045125923,88.54721523
LTE,2001,2059873500,89.11110332
LTE,2002,2073757401,88.51297273
LTE,2003,2087310557,89.92016303
LTE,2004,2100746529,90.39034241
LTE,2005,2114307505,90.88625378
LTE,2006,2127750972,94.38226083
LTE,2007,2140907330,94.27482422
LTE,2008,2154245139,96.80244025
LTE,2009,2167842734,98.07668849
LTE,2010,2180828823,97.77948352
LTE,2011,2193830154,97.84908743
LTE,2012,2206931627,97.71302507
LTE,2013,2220297520,96.01199705
LTE,2014,2233867635,97.35757367
LTE,2015,2247409050,97.88357657
LTE,2016,2261412980,96.87344118
LTE,2017,2275534160,96.9420785
LTE,2018,2287846155,95.6888554
LTE,2019,2298470832,95.04158398
LTE,2020,0,0
LCN,1960,219825927,0
LCN,1961,225909659,0
LCN,1962,232179886,0
LCN,1963,238608947,0
LCN,1964,245143683,0
LCN,1965,251756122,0
LCN,1966,258435727,0
LCN,1967,265182496,0
LCN,1968,272001001,0
LCN,1969,278891993,0
LCN,1970,285860560,0
LCN,1971,292906467,0
LCN,1972,300021013,0
LCN,1973,307216450,0
LCN,1974,314499545,0
LCN,1975,321874182,0
LCN,1976,329337968,0
LCN,1977,336887191,0
LCN,1978,344541623,0
LCN,1979,352308435,0
LCN,1980,360198758,37.17167158
LCN,1981,368206688,42.16643956
LCN,1982,376322284,46.62163296
LCN,1983,384511533,49.40097449
LCN,1984,392733297,56.03990453
LCN,1985,400955769,55.44350255
LCN,1986,409162921,56.09992707
LCN,1987,417353074,58.85659044
LCN,1988,425524544,62.40395302
LCN,1989,433681411,63.99414708
LCN,1990,441826994,68.01122813
LCN,1991,449938846,77.9235426
LCN,1992,458011033,77.34983756
LCN,1993,466051607,78.64820889
LCN,1994,474058642,80.10343463
LCN,1995,482028947,83.14840677
LCN,1996,489970940,81.62939936
LCN,1997,497858148,82.81350856
LCN,1998,505687071,85.74753064
LCN,1999,513366723,88.6019163
LCN,2000,520903450,90.65471055
LCN,2001,528283160,90.04098964
LCN,2002,535509360,91.3354546
LCN,2003,542599538,92.57222248
LCN,2004,549590595,93.22767217
LCN,2005,556504290,93.58934732
LCN,2006,563337673,93.43732386
LCN,2007,570091451,92.81856867
LCN,2008,576783744,92.11891683
LCN,2009,583430031,93.71191726
LCN,2010,589932554,93.26997092
LCN,2011,596538552,92.84953068
LCN,2012,603096250,93.17997471
LCN,2013,609598313,89.58061928
LCN,2014,616001190,88.622357
LCN,2015,622301083,89.95406592
LCN,2016,628488528,89.40549543
LCN,2017,634554056,85.77637578
LCN,2018,640467174,86.07726427
LCN,2019,646430843,80.60463083
LCN,2020,0,0
LAC,1960,204132307,0
LAC,1961,209907559,0
LAC,1962,215860314,0
LAC,1963,221965760,0
LAC,1964,228189483,0
LAC,1965,234504556,0
LAC,1966,240902679,0
LAC,1967,247383950,0
LAC,1968,253941687,0
LAC,1969,260571228,0
LAC,1970,267269858,0
LAC,1971,274032328,0
LAC,1972,280858335,0
LAC,1973,287756757,0
LAC,1974,294740514,0
LAC,1975,301818708,0
LAC,1976,308988120,0
LAC,1977,316246886,0
LAC,1978,323606231,0
LAC,1979,331080217,0
LAC,1980,338674617,35.60941499
LAC,1981,346391520,40.36792797
LAC,1982,354216288,45.08076085
LAC,1983,362113463,48.18274331
LAC,1984,370037938,54.87853938
LAC,1985,377955076,54.13129315
LAC,1986,385849514,55.0409871
LAC,1987,393720726,57.69891558
LAC,1988,401567026,61.28758588
LAC,1989,409391892,62.96423383
LAC,1990,417195816,66.9791524
LAC,1991,424967294,77.34235878
LAC,1992,432695340,76.89056413
LAC,1993,440382409,78.22679853
LAC,1994,448036590,79.63104366
LAC,1995,455661646,82.78120653
LAC,1996,463259079,81.25898526
LAC,1997,470817406,82.49246815
LAC,1998,478311491,85.52457652
LAC,1999,485702149,88.40448863
LAC,2000,492968023,90.59826754
LAC,2001,500087458,89.80188654
LAC,2002,507060155,91.12962609
LAC,2003,513900749,92.46951314
LAC,2004,520642948,93.21568854
LAC,2005,527308236,93.64518511
LAC,2006,533896504,93.45805782
LAC,2007,540405225,92.79993016
LAC,2008,546848929,92.0900997
LAC,2009,553244958,93.76743719
LAC,2010,559496778,93.29233226
LAC,2011,565881766,92.85684729
LAC,2012,572223264,93.3128243
LAC,2013,578500250,89.5871726
LAC,2014,584677997,88.4875642
LAC,2015,590731803,89.89509201
LAC,2016,596647568,89.2504121
LAC,2017,602435369,85.59370763
LAC,2018,608125444,85.79969614
LAC,2019,613773119,80.09696278
LAC,2020,0,0
TLA,1960,209748996,0
TLA,1961,215629979,0
TLA,1962,221676245,0
TLA,1963,227866043,0
TLA,1964,234169980,0
TLA,1965,240564865,0
TLA,1966,247044236,0
TLA,1967,253607440,0
TLA,1968,260246123,0
TLA,1969,266952944,0
TLA,1970,273723944,0
TLA,1971,280552933,0
TLA,1972,287442508,0
TLA,1973,294409075,0
TLA,1974,301475451,0
TLA,1975,308657769,0
TLA,1976,315955176,0
TLA,1977,323363596,0
TLA,1978,330890801,0
TLA,1979,338545279,0
TLA,1980,346328192,36.75183158
TLA,1981,354241975,41.85973619
TLA,1982,362272023,45.9001258
TLA,1983,370377350,48.69098285
TLA,1984,378506053,55.58139996
TLA,1985,386619066,54.86818077
TLA,1986,394697201,55.34146193
TLA,1987,402742151,58.37365449
TLA,1988,410761036,61.79035572
TLA,1989,418769918,63.43666712
TLA,1990,426777904,67.59213195
TLA,1991,434776639,77.55807355
TLA,1992,442751035,77.08159169
TLA,1993,450695899,78.34561414
TLA,1994,458608077,79.8375636
TLA,1995,466483156,82.93647877
TLA,1996,474321022,81.5297789
TLA,1997,482112380,82.59576796
TLA,1998,489832045,85.56592314
TLA,1999,497441716,88.51820951
TLA,2000,504921262,90.58997565
TLA,2001,512247471,89.92390968
TLA,2002,519420817,91.23371533
TLA,2003,526462542,92.83809398
TLA,2004,533415168,93.29274209
TLA,2005,540306214,93.64547557
TLA,2006,547139425,93.49040922
TLA,2007,553909968,92.8151347
TLA,2008,560624659,92.08748706
TLA,2009,567289601,93.68434632
TLA,2010,573800630,93.23720981
TLA,2011,580428962,92.79851228
TLA,2012,587001215,93.10938122
TLA,2013,593509457,89.46094789
TLA,2014,599937483,88.48836068
TLA,2015,606271969,89.83728955
TLA,2016,612506457,89.27988376
TLA,2017,618641500,85.61369387
TLA,2018,624681220,85.92416899
TLA,2019,630644772,80.39486856
TLA,2020,0,0
LDC,1960,240518433,0
LDC,1961,246113640,0
LDC,1962,251900741,0
LDC,1963,257908074,0
LDC,1964,264174179,0
LDC,1965,270720892,0
LDC,1966,277573029,0
LDC,1967,284708409,0
LDC,1968,292045744,0
LDC,1969,299473256,0
LDC,1970,306916896,0
LDC,1971,314344629,0
LDC,1972,321797581,0
LDC,1973,329357353,0
LDC,1974,337142681,0
LDC,1975,345242710,0
LDC,1976,353691338,0
LDC,1977,362475112,0
LDC,1978,371577256,0
LDC,1979,380963304,0
