,Country,LOCATION,ISO CODE 2 letter,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Nominal_house_price,Flag Codes
1397,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1996,53.31344531,
1398,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1997,54.82129798,
1399,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1998,57.45742841,
1400,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1999,60.96414352,
1401,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2000,65.04544452,
1402,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2001,69.53766149,
1403,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2002,74.43266898,
1404,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2003,80.13673983,
1405,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2004,87.70850503,
1406,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2005,96.89491462,
1407,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2006,102.5676444,
1408,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2007,102.5386249,
1409,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2008,94.18333353,
1410,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2009,88.57792894,
1411,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2010,85.93831617,
1412,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2011,82.30971921,
1413,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2012,84.61386667,
1414,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2013,90.52223473,
1415,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2014,95.03070262,
1416,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2015,100.0,
1417,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2016,105.7307688,
1418,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2017,112.3820358,
1419,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2018,119.53475949999999,
1420,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2019,125.7611812,
